sqft,homeType,beds,parkingSpots,lotSize,baths,listPrice,heating_system,cooling_system,view_type,architecture_style,yearBuilt,has_pool,city,address,tax
1050.0,Condo/Coop,2,,,1,210000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,6618 North Ashland Avenue #2B,2142.55
,Condo/Coop,3,1.0,,2,319900,,Central A/C,,Other,2021.0,,Chicago,3713 South Giles Avenue #1,
,Condo/Coop,1,,,1,179000,Forced Air (Natural Gas),Central A/C,,Other,1927.0,,Chicago,3853 North Kedvale Avenue #B2,1408.59
1000.0,Condo/Coop,2,,,1,284000,Forced Air (Natural Gas),Central A/C,,Other,1923.0,,Chicago,2454 North Washtenaw Avenue #3,4855.71
1000.0,Condo/Coop,2,3.0,,1,169000,Baseboard,Window Unit(s) A/C,,Other,1970.0,,Chicago,4976 North Milwaukee Avenue #501,2732.44
900.0,Other,1,,,1,298900,,Central A/C,,Other,1965.0,,Chicago,260 E Chestnut Street #2104,
878.0,Condo/Coop,2,1.0,,2,399900,,Central A/C,,Other,2006.0,,Chicago,1305 South MICHIGAN Avenue #908,6906.44
2800.0,Condo/Coop,3,1.0,,3,750000,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,1522 North Cleveland Avenue #3,12228.25
,Condo/Coop,2,,,1,270000,,Central A/C,,Other,2009.0,,Chicago,1918 West CULLOM Avenue #101,4729.43
1206.0,Condo/Coop,2,1.0,,2,394000,Forced Air (Natural Gas),Central A/C,,High Rise,2004.0,,Chicago,1305 South MICHIGAN Avenue #1106,5392.18
1224.0,Condo/Coop,2,1.0,,2,365000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,933 West VAN BUREN Street #609,7230.0
950.0,Condo/Coop,2,1.0,,1,242900,Forced Air (Natural Gas),Central A/C,,Other,1915.0,,Chicago,40 East 9th Street #805,4057.0
900.0,Condo/Coop,2,,,1,255700,,Central A/C,,Other,,,Chicago,7076 North Ashland Boulevard #3S,3585.9
,Condo/Coop,3,1.0,,2,209000,,Central A/C,,Other,,,Chicago,4926 South Vincennes Avenue #2S,3919.38
1200.0,Condo/Coop,3,1.0,,2,289000,Forced Air (Natural Gas),Central A/C,,Other,1904.0,,Chicago,3233 West Palmer Street #G,4697.15
700.0,Condo/Coop,1,,,1,245000,,Window Unit(s) A/C,,High Rise,,,Chicago,2300 North Commonwealth Avenue #2C,3451.68
1400.0,Condo/Coop,2,1.0,,2,169900,Forced Air (Natural Gas),Central A/C,,Other,1888.0,,Chicago,138 South Sacramento Boulevard #1,1855.0
900.0,Condo/Coop,2,,,1,216900,Fireplace (Natural Gas),Central A/C,,Other,,,Chicago,3806 West Belle Plaine Avenue #3,2861.0
,Condo/Coop,2,1.0,,1,174900,Baseboard,Window Unit(s) A/C,,Other,1949.0,,Chicago,2408 West Farragut Avenue #2A,2011.1
1123.0,Condo/Coop,2,1.0,,1,225000,Forced Air (Natural Gas),Central A/C,,High Rise,1927.0,,Chicago,1550 South Blue Island Avenue #506,4610.49
1800.0,Condo/Coop,3,,,2,229900,Forced Air (Natural Gas),Central A/C,,Other,1886.0,,Chicago,4556 South King Drive #3D,2841.09
1000.0,Condo/Coop,2,,,1,169000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4906 North Springfield Avenue #1,2500.0
1200.0,Condo/Coop,2,,,1,194000,Radiant (Natural Gas),Window Unit(s) A/C,,Other,1927.0,,Chicago,6129 North Hoyne Avenue #1,1933.54
1272.0,Condo/Coop,3,1.0,,2,279000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,7544 West BELMONT Street #3E,3637.23
1100.0,Condo/Coop,2,1.0,17406.0,2,395000,Fireplace (Natural Gas),Central A/C,,Other,,,Chicago,222 South Racine Avenue #407,6361.0
1050.0,Condo/Coop,2,1.0,,2,385000,,Window Unit(s) A/C,,High Rise,1984.0,,Chicago,211 East Ohio Street #2303,5949.52
,Condo/Coop,2,1.0,,1,199900,Hot Water,Window Unit(s) A/C,,Other,,,Chicago,4950 North Marine Drive #307,1922.85
700.0,Condo/Coop,2,,,1,175000,Hot Water (Natural Gas),Window Unit(s) A/C,,Other,1937.0,,Chicago,5455 South Ingleside Avenue #2E,2690.82
,Condo/Coop,2,2.0,,2,260000,Forced Air (Natural Gas),Central A/C,,Other,1994.0,,Chicago,2600 West Walton Street #1N,3912.76
1000.0,Condo/Coop,2,1.0,,1,159000,,Central A/C,,Other,1920.0,,Chicago,1333 West North Shore Avenue #A,3333.42
807.0,Condo/Coop,1,,,1,120000,Radiant (Natural Gas),Window Unit(s) A/C,,Other,1969.0,True,Chicago,3041 South MICHIGAN Avenue #214,628.57
2178.0,Condo/Coop,3,2.0,,3,720000,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,16 North May Street #511,12579.0
1800.0,Condo/Coop,3,1.0,,3,875000,Forced Air (Natural Gas),Central A/C,,High Rise,2004.0,,Chicago,201 North Westshore Drive #801,14957.29
1075.0,Condo/Coop,2,1.0,,1,375000,,Central A/C,,Other,1898.0,,Chicago,6 North Michigan Avenue #611,7447.61
900.0,Condo/Coop,2,1.0,,2,419000,,Central A/C,,Other,2003.0,,Chicago,720 West Randolph Street #806,7470.88
700.0,Condo/Coop,1,1.0,,1,144900,Zoned,Central A/C,,Other,1973.0,,Chicago,5415 North SHERIDAN Road #4009,1697.63
1700.0,Condo/Coop,3,1.0,,3,495000,Forced Air (Natural Gas),Central A/C,,Other,1988.0,,Chicago,937 West Wrightwood Avenue #B,7947.06
,Condo/Coop,2,,,1,225000,Hot Water,Window Unit(s) A/C,,Other,1929.0,,Chicago,5013 North Wolcott Avenue #1W,4155.7
1043.0,Single Family Residential,3,2.0,3751.0,2,250000,Forced Air (Natural Gas),Central A/C,,Other,1951.0,,Chicago,3412 West 73rd Place,1896.24
1800.0,Single Family Residential,3,2.0,3703.0,3,309900,,Central A/C,,Other,1922.0,,Chicago,1625 North Menard Avenue,2935.59
,Condo/Coop,2,,,1,235000,Forced Air (Natural Gas),Central A/C,,Other,1903.0,,Chicago,118 East 45th Street #202,1477.42
,Single Family Residential,4,2.0,2208.0,4,1249000,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,1364 West Huron Street,5329.29
1900.0,Condo/Coop,3,1.0,,2,739000,Forced Air (Natural Gas),Central A/C,,Other,2014.0,,Chicago,1018 North Larrabee Street #5N,13383.89
,Condo/Coop,2,,,2,265000,Forced Air (Natural Gas),Central A/C,,Other,1997.0,,Chicago,5934.5 North Paulina Street #2,1661.35
,Condo/Coop,1,1.0,,1,265000,Fireplace (Natural Gas),Central A/C,,Other,2002.0,,Chicago,6 South Laflin Street #403,4655.07
2300.0,Condo/Coop,3,1.0,11283.0,2,900000,Forced Air (Natural Gas),Central A/C,,Loft,1923.0,,Chicago,215 West ILLINOIS Street #5C,14448.81
,Condo/Coop,2,,,1,175000,Hot Water,Window Unit(s) A/C,,Other,1920.0,,Chicago,7409 North Greenview Avenue #2E,2350.15
1300.0,Condo/Coop,2,1.0,,2,419900,Forced Air,Central A/C,,Loft,,,Chicago,420 West Ontario Street #202,8008.94
1000.0,Condo/Coop,2,1.0,,1,251000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1070 West 15th Street #102,5219.17
1350.0,Condo/Coop,2,1.0,13800.0,2,198000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4434 South Calumet Avenue #G,1679.06
2036.0,Single Family Residential,4,1.0,4373.0,3,309900,Forced Air (Natural Gas),Central A/C,,Other,1918.0,,Chicago,8224 South Woodlawn Avenue,2288.09
2496.0,Single Family Residential,4,2.0,3093.0,3,669000,,Central A/C,,Other,1905.0,,Chicago,3142 North Christiana Avenue,5083.46
1100.0,Condo/Coop,2,,,1,220000,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,1440 West Lunt Avenue #B1,1952.01
1150.0,Condo/Coop,2,1.0,,1,199900,Hot Water,Window Unit(s) A/C,,Other,1965.0,,Chicago,6060 North Ridge Avenue #2H,1635.7
1700.0,Condo/Coop,2,,,2,319000,Forced Air (Natural Gas),Central A/C,,Other,1908.0,,Chicago,732 South FINANCIAL Place #303,5195.0
980.0,Condo/Coop,2,2.0,,1,343990,,Central A/C,,Other,2004.0,,Chicago,210 South Desplaines Street #509,6841.38
1200.0,Condo/Coop,3,,,2,200000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4857 North Lawndale Avenue #301,3087.28
,Condo/Coop,2,1.0,,2,350000,,Central A/C,,High Rise,2008.0,,Chicago,565 West Quincy Street #714,7597.0
2700.0,Condo/Coop,3,1.0,,3,519900,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,2619 North Ashland Avenue #1S,8437.0
,Condo/Coop,3,1.0,,2,350000,Forced Air (Natural Gas),Central A/C,,Other,1906.0,,Chicago,927 West Eastwood Avenue #2W,4742.47
980.0,Condo/Coop,2,,,2,268000,,Central A/C,,Other,2004.0,,Chicago,1071 West 15th Street #354,5140.58
2400.0,Condo/Coop,3,1.0,6100.0,2,430000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,923 West Irving Park Road #1E,6205.0
1267.0,Single Family Residential,3,2.0,2949.0,3,333900,Forced Air,Window Unit(s) A/C,,Other,1890.0,,Chicago,1653 North Albany Avenue,4438.88
1200.0,Condo/Coop,2,1.0,,2,354000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,1645 West OGDEN Avenue #601,6116.48
1216.0,Single Family Residential,3,2.0,4487.0,2,340000,Fireplace (Natural Gas),Central A/C,,Other,1951.0,,Chicago,6117 North Monticello Avenue,5490.17
1503.0,Single Family Residential,3,2.0,3746.0,1,349900,Forced Air (Natural Gas),Central A/C,,Bungalow,1905.0,,Chicago,5747 West Grace Street,2715.67
1175.0,Condo/Coop,2,1.0,,2,400000,Gravity Air (Natural Gas),Central A/C,,High Rise,2005.0,,Chicago,330 West GRAND Avenue #1106,6337.46
1988.0,Single Family Residential,4,,2400.0,3,299000,Forced Air,None,,Other,1895.0,,Chicago,6450 South Greenwood Avenue,3590.1
,Condo/Coop,2,1.0,,2,349000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1531 North Campbell Avenue #2,4685.61
,Condo/Coop,2,,,2,224900,,Central A/C,,Other,1997.0,,Chicago,5926 North Paulina Street #2,3082.1
1000.0,Condo/Coop,2,,,1,189000,Fireplace (Natural Gas),Central A/C,,Other,1922.0,,Chicago,1849 West Lunt Avenue #3C,3114.0
,Condo/Coop,2,,,1,295000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1257 West Roscoe Street #2,5447.32
1600.0,Condo/Coop,3,1.0,,2,235000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4424 South INDIANA Avenue #2S,4447.91
1500.0,Single Family Residential,3,2.0,3001.0,3,297900,Fireplace (Natural Gas),Central A/C,,Georgian,1966.0,,Chicago,9006 South Morgan Street,2980.36
1300.0,Condo/Coop,2,1.0,5006.0,2,319900,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,944 West 15th Place #3A,5503.16
,Condo/Coop,3,1.0,,2,799000,Forced Air (Natural Gas),Central A/C,,Other,2008.0,,Chicago,1238 West Jackson Boulevard #2E,13086.52
1400.0,Condo/Coop,2,1.0,,2,269000,Forced Air (Natural Gas),Central A/C,,Other,2008.0,,Chicago,3323 South Prairie Avenue #3S,3425.79
,Condo/Coop,2,,,1,139900,Radiator,Window Unit(s) A/C,,Other,,,Chicago,5456 South Kimbark Avenue #2W,
,Condo/Coop,3,1.0,,2,599000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,540 West Oakdale Avenue #2W,8837.0
1300.0,Condo/Coop,2,2.0,6250.0,1,285000,Radiator,Window Unit(s) A/C,,Other,1901.0,,Chicago,923 West Sheridan Road #2,4585.78
,Single Family Residential,4,3.0,1873.0,3,799900,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,2708 North Wilton Avenue,15925.0
850.0,Condo/Coop,1,1.0,,1,200000,,Central A/C,,Other,2005.0,,Chicago,3505 South Morgan Street #321,2609.24
1000.0,Condo/Coop,2,1.0,,1,285000,Forced Air,Central A/C,,Other,1923.0,,Chicago,2936 North Gresham Avenue #2,4867.16
,Condo/Coop,2,1.0,,2,409000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,901 West MADISON Street #711,6607.6
1105.0,Condo/Coop,2,1.0,,1,340000,,Central A/C,,Other,2006.0,,Chicago,4260 North Broadway Street #202,4728.8
1356.0,Condo/Coop,3,1.0,,2,370000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,4203 North KEDVALE Avenue #4N,6173.42
1370.0,Single Family Residential,3,,3703.0,2,429000,,Central A/C,,Other,1954.0,,Chicago,3024 West fargo Avenue,3019.78
,Condo/Coop,2,1.0,,2,375000,Forced Air (Natural Gas),Central A/C,,High Rise,2007.0,,Chicago,1620 South Michigan Avenue #1104,6516.86
1200.0,Condo/Coop,2,1.0,,2,399900,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,933 West Van Buren Street #510,7372.3
1100.0,Condo/Coop,2,1.0,,2,399900,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,225 South SANGAMON Street #308,7385.09
2400.0,Condo/Coop,3,1.0,,2,199000,Forced Air (Natural Gas),Central A/C,,Other,1911.0,,Chicago,6722 South Ridgeland Avenue #1,2478.06
1725.0,Condo/Coop,3,1.0,,3,539000,Forced Air (Natural Gas),Central A/C,,High Rise,2003.0,,Chicago,1111 South WABASH Avenue #2801,9557.33
1000.0,Condo/Coop,2,1.0,,2,199990,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,5232 North Campbell Avenue #GB,3684.15
1250.0,Condo/Coop,2,1.0,,2,299500,Forced Air (Natural Gas),Central A/C,,Other,1960.0,,Chicago,247 East Chestnut Street #1702,4855.0
,Condo/Coop,3,1.0,,3,400000,Fireplace (Natural Gas),Central A/C,,Other,1911.0,,Chicago,2112 West North Avenue #1E,8148.08
,Condo/Coop,2,,,2,284900,,Central A/C,,Other,,,Chicago,1510 West SCHREIBER Avenue #3,3414.92
1500.0,Condo/Coop,2,1.0,,3,325000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,4627 North Kenmore Avenue #1E,3735.69
1500.0,Condo/Coop,2,,,2,175000,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1929.0,,Chicago,2335 West Farwell Avenue #3N,1919.32
,Condo/Coop,3,1.0,,2,520000,Hot Water,Window Unit(s) A/C,,Other,,,Chicago,2341 North Commonwealth Avenue #2B,9168.87
1200.0,Condo/Coop,2,1.0,40222.0,2,374900,Forced Air,Central A/C,,Other,1962.0,,Chicago,401 East Ontario Street #1709,8733.83
1200.0,Condo/Coop,3,,,2,274900,,Central A/C,,Other,1923.0,,Chicago,3222 West Beach Avenue #3C,4427.95
,Condo/Coop,2,1.0,,2,387500,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,300 West Grand Avenue #302,8764.67
888.0,Condo/Coop,2,570.0,,2,335000,Forced Air,Central A/C,,Other,2010.0,,Chicago,235 West Van Buren Street #4004,5316.15
,Condo/Coop,2,1.0,3674.0,1,340000,,Central A/C,,Other,1922.0,,Chicago,1250 West Cornelia Avenue #3N,4842.0
917.0,Condo/Coop,2,1.0,,2,249999,,Central A/C,,Loft,1910.0,,Chicago,3963 West Belmont Avenue #140,3000.0
,Condo/Coop,3,1.0,,2,399900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,928 West EASTWOOD Avenue #3E,3916.0
2200.0,Condo/Coop,3,1.0,,3,300000,Fireplace (Natural Gas),Central A/C,,Other,2008.0,,Chicago,4755 South Saint Lawrence Avenue #A4,3389.54
,Condo/Coop,2,1.0,,2,234900,Forced Air (Natural Gas),Central A/C,,Other,1925.0,,Chicago,5700 North Maplewood Avenue #1,2987.3
2612.0,Condo/Coop,3,1.0,,2,399000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4232 North Harding Avenue #3S,6952.0
,Condo/Coop,3,1.0,,2,624000,Forced Air (Natural Gas),Central A/C,,Other,1997.0,,Chicago,632 West Wrightwood Avenue #4E,9257.36
950.0,Condo/Coop,1,,,1,229000,Forced Air (Natural Gas),Central A/C,,High Rise,1906.0,,Chicago,801 South Wells Street #508,3742.58
1100.0,Condo/Coop,2,,,2,213000,,Central A/C,,Other,,,Chicago,1528 West Fargo Avenue #2N,3021.75
700.0,Condo/Coop,1,1.0,,1,144900,Zoned,Central A/C,,Other,1973.0,,Chicago,5415 North Sheridan Road #3108,2334.4
,Condo/Coop,2,,,1,210000,Forced Air (Natural Gas),Central A/C,,Other,1916.0,,Chicago,6353 North Wayne Avenue #2N,4407.19
1200.0,Condo/Coop,3,2.0,,2,369000,Forced Air (Natural Gas),Central A/C,,Other,1978.0,,Chicago,444 West FULLERTON Parkway #2009,7802.03
1383.0,Single Family Residential,3,2.0,6752.0,3,449900,Forced Air (Natural Gas),Central A/C,,Contemporary,1969.0,,Chicago,10826 South Longwood Drive,655.62
900.0,Condo/Coop,2,1.0,,1,135000,,Window Unit(s) A/C,,Other,1962.0,,Chicago,6122 South Kolmar Avenue #4,1508.22
,Single Family Residential,3,2.0,,3,324900,Fireplace (Natural Gas),Central A/C,,Georgian,,,Chicago,3349 North AUSTIN Avenue,4333.91
2200.0,Condo/Coop,3,1.0,,2,285000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,5404 South MICHIGAN Avenue #2N,1320.74
2400.0,Condo/Coop,3,1.0,,3,790000,Forced Air (Natural Gas),Central A/C,,Other,1982.0,,Chicago,1623 North CLEVELAND Avenue,13977.84
1100.0,Condo/Coop,2,,,2,385000,Radiant,Window Unit(s) A/C,,High Rise,1961.0,,Chicago,850 North DEWITT Place #5K,5375.0
1250.0,Condo/Coop,2,1.0,,2,179000,Radiator,Central A/C,,High Rise,1962.0,,Chicago,5701 North Sheridan Road #12L,3779.79
,Condo/Coop,3,1.0,,3,899000,Forced Air (Natural Gas),Central A/C,,High Rise,2007.0,,Chicago,600 North Fairbanks Court #1301,18401.39
,Condo/Coop,2,,,1,229000,,Central A/C,,Other,1920.0,,Chicago,1264 West North Shore Avenue #3,2755.35
915.0,Condo/Coop,2,,,1,275000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2618 North Spaulding Avenue #3E,3541.93
1900.0,Condo/Coop,3,2.0,,3,329900,Forced Air (Natural Gas),Central A/C,,Other,1914.0,,Chicago,3514 West Leland Avenue #1,2564.86
2200.0,Condo/Coop,3,1.0,,3,715000,Forced Air (Natural Gas),Central A/C,,Loft,1882.0,,Chicago,1000 West WASHINGTON Boulevard #129,11226.0
1336.0,Condo/Coop,2,1.0,,2,385000,Forced Air (Natural Gas),Central A/C,,High Rise,2005.0,,Chicago,1305 South Michigan Avenue #1902,7079.48
959.0,Condo/Coop,2,,,2,355000,Forced Air,Central A/C,,High Rise,2009.0,,Chicago,235 West Van Buren Street #3702,5661.0
1550.0,Condo/Coop,3,1.0,,2,445000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,1025 West Buena Avenue #4W,6389.41
1200.0,Single Family Residential,3,,3659.0,2,349000,Radiant,Central A/C,,Other,1894.0,,Chicago,956 West 36th Street,2944.0
,Condo/Coop,2,,,2,349000,Forced Air (Natural Gas),Window Unit(s) A/C,,High Rise,1960.0,,Chicago,2930 North Sheridan Road #2107,6578.09
1218.0,Condo/Coop,2,1.0,,2,355000,Forced Air (Electric),Central A/C,,Loft,2008.0,,Chicago,50 East 16th Street #601,6352.25
3200.0,Condo/Coop,3,2.0,67954.0,4,1219000,Forced Air (Natural Gas),Central A/C,,Other,1995.0,,Chicago,123 West Oak Street #I,22483.72
,Single Family Residential,3,2.0,4661.0,2,259900,Fireplace (Natural Gas),Central A/C,,Ranch,1957.0,,Chicago,9032 South Woodlawn Avenue,2507.82
850.0,Condo/Coop,2,1.0,,1,220000,,Central A/C,,Other,1893.0,,Chicago,2717 West Evergreen Avenue #3N,4161.9
1750.0,Condo/Coop,3,1.0,,3,979000,Baseboard (Electric),Central A/C,,High Rise,2003.0,,Chicago,25 East Superior Street #3804,21534.83
1100.0,Condo/Coop,2,,,2,324900,,Window Unit(s) A/C,,High Rise,1914.0,,Chicago,600 South Dearborn Street #2107,5573.32
1600.0,Condo/Coop,3,1.0,3150.0,3,429900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2836 North Ridgeway Avenue #1,3358.2
,Condo/Coop,2,1.0,,2,269000,Baseboard,Central A/C,,High Rise,1969.0,,Chicago,525 West Hawthorne Place #503,5155.0
,Single Family Residential,4,2.0,,3,725000,,Central A/C,,Other,,,Chicago,2830 West Barry Avenue,6523.45
950.0,Condo/Coop,2,,,1,209900,Radiator (Natural Gas),Window Unit(s) A/C,,Other,1937.0,,Chicago,5461 South Ingleside Avenue #2E,2690.82
1536.0,Condo/Coop,3,1.0,,2,270000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,4902 South Vincennes Avenue #2,3628.0
1400.0,Condo/Coop,2,,,2,325000,Forced Air (Natural Gas),Central A/C,,Other,1915.0,,Chicago,719 West Montrose Avenue #2W,5239.22
1157.0,Condo/Coop,2,1.0,,2,225000,Hot Water,,,Other,1981.0,,Chicago,8350 West Addison Street #101,2806.69
,Condo/Coop,2,,,1,297900,,Central A/C,,Other,2004.0,,Chicago,3737 North Leavitt Street #3N,4678.0
1100.0,Condo/Coop,2,,,2,519000,Heat Pump (Electric),Window Unit(s) A/C,,High Rise,1968.0,,Chicago,505 North Lake Shore Drive #5409,7273.43
1100.0,Condo/Coop,2,1.0,,1,335000,Forced Air (Natural Gas),Central A/C,,Other,1913.0,,Chicago,4656 North Leavitt Street #2N,3636.61
1303.0,Single Family Residential,3,2.0,4356.0,3,240000,Forced Air (Natural Gas),Central A/C,,Other,1946.0,,Chicago,11047 South Avenue C,
1200.0,Condo/Coop,2,1.0,,2,375000,Fireplace (Electric),Central A/C,,Loft,1998.0,,Chicago,333 West Hubbard Street #407,7430.18
1198.0,Condo/Coop,2,,,2,249000,Hot Water,Window Unit(s) A/C,,High Rise,1962.0,,Chicago,4800 South Chicago Beach Drive #2201S,1648.71
1300.0,Condo/Coop,2,1.0,,2,448900,Forced Air (Natural Gas),Central A/C,,Other,1888.0,,Chicago,1523 North Wood Street #2,3810.08
1180.0,Condo/Coop,2,1.0,,2,360000,Forced Air (Natural Gas),Central A/C,,High Rise,1997.0,,Chicago,600 North Dearborn Street #701,7792.73
1500.0,Condo/Coop,2,,,2,314999,Forced Air (Natural Gas),Central A/C,,Loft,1909.0,,Chicago,6 East Monroe Street #703,6671.1
1300.0,Condo/Coop,2,1.0,,2,394500,,Central A/C,,Other,2000.0,,Chicago,1359 West Fillmore Street #A,6531.06
1850.0,Condo/Coop,3,1.0,,3,589000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,1525 West Montana Street #3,9740.67
1177.0,Condo/Coop,2,1.0,,2,489000,Forced Air (Natural Gas),Central A/C,,Loft,2003.0,,Chicago,1260 West WASHINGTON Street #603,7923.13
959.0,Condo/Coop,2,,,2,359900,Forced Air,Central A/C,,High Rise,2009.0,,Chicago,235 West Van Buren Street #4102,6022.14
,Condo/Coop,2,,,2,310000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,711 North HOYNE Avenue #2N,3434.6
2000.0,Condo/Coop,3,2.0,,2,610000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,520 North Halsted Street #500,12722.32
1239.0,Condo/Coop,2,1.0,,2,375000,Fireplace (Natural Gas),Central A/C,,Other,1998.0,,Chicago,333 West Hubbard Street #4N,8229.0
2000.0,Condo/Coop,3,2.0,,3,799000,Forced Air (Natural Gas),Central A/C,,Other,1995.0,,Chicago,1430 North LaSalle Drive #E2,12109.31
1420.0,Condo/Coop,3,1.0,,2,375000,Forced Air (Natural Gas),Central A/C,,Other,1902.0,,Chicago,922 West Windsor Avenue #3W,5516.43
1300.0,Condo/Coop,2,1.0,,2,227400,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,2919 North Harlem Avenue #406,2544.68
888.0,Condo/Coop,1,,,1,173500,Forced Air (Natural Gas),Central A/C,,High Rise,1910.0,,Chicago,680 South Federal Street #405,3694.35
1225.0,Condo/Coop,2,,,2,408000,Forced Air,Central A/C,,High Rise,2002.0,,Chicago,222 North COLUMBUS Drive #2702,6924.0
,Condo/Coop,2,,,1,289900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1525 West Barry Avenue #2F,5472.8
,Condo/Coop,2,1.0,,2,279900,Radiant,Window Unit(s) A/C,,Other,1927.0,,Chicago,725 West Sheridan Road #602,5448.56
1200.0,Condo/Coop,2,1.0,,2,249900,Forced Air (Natural Gas),Central A/C,,Other,1989.0,,Chicago,4106 North NARRAGANSETT Avenue #403,3254.97
1600.0,Condo/Coop,3,1.0,42117.0,2,295000,Radiant (Natural Gas),Central A/C,,Other,1987.0,,Chicago,6460 West BELLE PLAINE Avenue #501,3465.47
2000.0,Condo/Coop,3,1.0,16476.0,2,425000,Baseboard (Natural Gas),Central A/C,,High Rise,1956.0,,Chicago,320 West OAKDALE Avenue #901,7163.67
1250.0,Condo/Coop,2,1.0,0.0,2,214900,Forced Air (Electric),Central A/C,,Other,1975.0,,Chicago,6517 North CALIFORNIA Avenue #101,2168.73
2000.0,Condo/Coop,3,1.0,,2,440000,Fireplace (Natural Gas),Central A/C,,Other,1924.0,,Chicago,5625 North Kenmore Avenue #1N,7982.0
1400.0,Condo/Coop,2,1.0,,2,379900,Forced Air (Natural Gas),Central A/C,,Loft,1997.0,,Chicago,2544 West North Avenue #2A,4906.67
1500.0,Condo/Coop,2,1.0,,2,329500,Forced Air (Natural Gas),Central A/C,,Other,1904.0,,Chicago,559 West SURF Street #607,6329.51
,Condo/Coop,2,1.0,,2,500000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,6 North MAY Street #204,8412.29
,Condo/Coop,2,1.0,,2,499999,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,227 West SCOTT Street #1W,9687.41
651.0,Condo/Coop,0,1.0,,1,215000,Forced Air (Natural Gas),Central A/C,,High Rise,2001.0,,Chicago,512 North McClurg Court #1302,3727.0
,Condo/Coop,2,,,1,275000,Hot Water,Window Unit(s) A/C,,Other,1923.0,,Chicago,1431 West Summerdale Avenue #1B,4132.99
2600.0,Condo/Coop,3,1.0,,3,548000,Forced Air (Natural Gas),Central A/C,,Other,1907.0,,Chicago,735 West Roscoe Street #1W,10576.43
1127.0,Condo/Coop,2,1.0,,2,349000,,Window Unit(s) A/C,,Other,1984.0,,Chicago,211 East Ohio Street #2620,7882.37
1400.0,Condo/Coop,2,1.0,,2,355000,Fireplace (Natural Gas),Central A/C,,Other,1997.0,,Chicago,4114 North Kenmore Avenue #GS,3940.05
1100.0,Condo/Coop,2,1.0,,2,349000,Fireplace (Natural Gas),Central A/C,,Loft,1996.0,,Chicago,2222 West DIVERSEY Avenue #414,4180.0
,Condo/Coop,2,,,2,249000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,6818 North Ashland Avenue #4B,2236.81
1100.0,Condo/Coop,2,1.0,,2,410000,Forced Air,Central A/C,,Loft,1920.0,,Chicago,1040 West Adams Street #311,7472.0
2550.0,Condo/Coop,3,1.0,,2,1250000,Hot Water (Natural Gas),Central A/C,,Other,1916.0,,Chicago,230 East DELAWARE Place #2W,17281.5
1580.0,Condo/Coop,3,1.0,,3,489000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,603 North PAULINA Street #1N,6834.53
